"","Country Code","Country Name","Year","Fertility rate","Region","IncomeGroup"
"3318","CYP","Cyprus","1985",2.434,"Europe & Central Asia","High income"
"3319","CYP","Cyprus","2020",1.328,"Europe & Central Asia","High income"
"3320","CYP","Cyprus","1983",2.499,"Europe & Central Asia","High income"
"3321","CYP","Cyprus","2013",1.305,"Europe & Central Asia","High income"
"3322","CYP","Cyprus","1982",2.467,"Europe & Central Asia","High income"
"3323","CYP","Cyprus","1991",2.336,"Europe & Central Asia","High income"
"3324","CYP","Cyprus","1997",1.858,"Europe & Central Asia","High income"
"3325","CYP","Cyprus","1968",3.267,"Europe & Central Asia","High income"
"3326","CYP","Cyprus","2001",1.563,"Europe & Central Asia","High income"
"3327","CYP","Cyprus","2021",1.321,"Europe & Central Asia","High income"
"3328","CYP","Cyprus","1987",2.389,"Europe & Central Asia","High income"
"3329","CYP","Cyprus","1969",3.188,"Europe & Central Asia","High income"
"3330","CYP","Cyprus","2003",1.509,"Europe & Central Asia","High income"
"3331","CYP","Cyprus","1996",1.953,"Europe & Central Asia","High income"
"3332","CYP","Cyprus","1980",2.298,"Europe & Central Asia","High income"
"3333","CYP","Cyprus","2011",1.36,"Europe & Central Asia","High income"
"3334","CYP","Cyprus","2018",1.32,"Europe & Central Asia","High income"
"3335","CYP","Cyprus","1966",3.395,"Europe & Central Asia","High income"
"3336","CYP","Cyprus","1988",2.477,"Europe & Central Asia","High income"
"3337","CYP","Cyprus","2012",1.386,"Europe & Central Asia","High income"
"3338","CYP","Cyprus","1995",2.033,"Europe & Central Asia","High income"
"3339","CYP","Cyprus","2005",1.48,"Europe & Central Asia","High income"
"3340","CYP","Cyprus","1964",3.409,"Europe & Central Asia","High income"
"3341","CYP","Cyprus","1961",3.619,"Europe & Central Asia","High income"
"3342","CYP","Cyprus","2002",1.498,"Europe & Central Asia","High income"
"3343","CYP","Cyprus","1962",3.51,"Europe & Central Asia","High income"
"3344","CYP","Cyprus","2006",1.515,"Europe & Central Asia","High income"
"3345","CYP","Cyprus","2009",1.481,"Europe & Central Asia","High income"
"3346","CYP","Cyprus","1998",1.764,"Europe & Central Asia","High income"
"3347","CYP","Cyprus","1965",3.47,"Europe & Central Asia","High income"
"3348","CYP","Cyprus","1972",2.988,"Europe & Central Asia","High income"
"3349","CZE","Czechia","1973",2.31,"Europe & Central Asia","High income"
"3350","CZE","Czechia","1963",2.31,"Europe & Central Asia","High income"
"3351","CZE","Czechia","1997",1.17,"Europe & Central Asia","High income"
"3352","CZE","Czechia","1993",1.67,"Europe & Central Asia","High income"
"3353","CZE","Czechia","2004",1.23,"Europe & Central Asia","High income"
"3354","CZE","Czechia","1992",1.71,"Europe & Central Asia","High income"
"3355","CZE","Czechia","2001",1.15,"Europe & Central Asia","High income"
"3356","CZE","Czechia","1970",1.92,"Europe & Central Asia","High income"
"3357","CZE","Czechia","2015",1.57,"Europe & Central Asia","High income"
"3358","CZE","Czechia","2012",1.45,"Europe & Central Asia","High income"
"3359","CZE","Czechia","2016",1.63,"Europe & Central Asia","High income"
"3360","CZE","Czechia","1964",2.34,"Europe & Central Asia","High income"
"3361","CZE","Czechia","1989",1.87,"Europe & Central Asia","High income"
"3362","CZE","Czechia","2021",1.83,"Europe & Central Asia","High income"
"3363","CZE","Czechia","1995",1.28,"Europe & Central Asia","High income"
"3364","CZE","Czechia","1976",2.39,"Europe & Central Asia","High income"
"3365","CZE","Czechia","1978",2.33,"Europe & Central Asia","High income"
"3366","CZE","Czechia","1979",2.27,"Europe & Central Asia","High income"
"3367","CZE","Czechia","1981",2,"Europe & Central Asia","High income"
"3368","CZE","Czechia","1994",1.44,"Europe & Central Asia","High income"
"3369","CZE","Czechia","1999",1.13,"Europe & Central Asia","High income"
"3370","CZE","Czechia","2000",1.15,"Europe & Central Asia","High income"
"3371","CZE","Czechia","1986",1.92,"Europe & Central Asia","High income"
"3372","CZE","Czechia","1996",1.18,"Europe & Central Asia","High income"
"3373","CZE","Czechia","1974",2.46,"Europe & Central Asia","High income"
"3374","CZE","Czechia","2006",1.34,"Europe & Central Asia","High income"
"3375","CZE","Czechia","2013",1.46,"Europe & Central Asia","High income"
"3376","CZE","Czechia","2019",1.71,"Europe & Central Asia","High income"
"3377","CZE","Czechia","2005",1.29,"Europe & Central Asia","High income"
"3378","CZE","Czechia","1967",1.91,"Europe & Central Asia","High income"
"3379","CZE","Czechia","1960",2.09,"Europe & Central Asia","High income"
"3380","CZE","Czechia","2014",1.53,"Europe & Central Asia","High income"
"3381","CZE","Czechia","2007",1.45,"Europe & Central Asia","High income"
"3382","CZE","Czechia","1980",2.08,"Europe & Central Asia","High income"
"3383","CZE","Czechia","1987",1.91,"Europe & Central Asia","High income"
"3384","CZE","Czechia","1984",1.97,"Europe & Central Asia","High income"
"3385","CZE","Czechia","1983",1.97,"Europe & Central Asia","High income"
"3386","CZE","Czechia","1982",2,"Europe & Central Asia","High income"
"3387","CZE","Czechia","1985",1.95,"Europe & Central Asia","High income"
"3388","CZE","Czechia","1962",2.12,"Europe & Central Asia","High income"
"3389","CZE","Czechia","2002",1.17,"Europe & Central Asia","High income"
"3390","CZE","Czechia","2009",1.51,"Europe & Central Asia","High income"
"3391","CZE","Czechia","1968",1.84,"Europe & Central Asia","High income"
"3392","CZE","Czechia","1990",1.9,"Europe & Central Asia","High income"
"3393","CZE","Czechia","1977",2.34,"Europe & Central Asia","High income"
"3394","CZE","Czechia","2010",1.51,"Europe & Central Asia","High income"
"3395","CZE","Czechia","2017",1.69,"Europe & Central Asia","High income"
"3396","CZE","Czechia","2008",1.51,"Europe & Central Asia","High income"
"3397","CZE","Czechia","2020",1.71,"Europe & Central Asia","High income"
"3398","CZE","Czechia","1969",1.87,"Europe & Central Asia","High income"
"3399","CZE","Czechia","1966",2.02,"Europe & Central Asia","High income"
"3400","CZE","Czechia","2018",1.71,"Europe & Central Asia","High income"
"3401","CZE","Czechia","1998",1.16,"Europe & Central Asia","High income"
"3402","CZE","Czechia","1971",2,"Europe & Central Asia","High income"
"3403","CZE","Czechia","1961",2.11,"Europe & Central Asia","High income"
"3404","CZE","Czechia","1991",1.86,"Europe & Central Asia","High income"
"3405","CZE","Czechia","1975",2.43,"Europe & Central Asia","High income"
"3406","CZE","Czechia","1988",1.94,"Europe & Central Asia","High income"
"3407","CZE","Czechia","1965",2.18,"Europe & Central Asia","High income"
"3408","CZE","Czechia","1972",2.09,"Europe & Central Asia","High income"
"3409","CZE","Czechia","2003",1.18,"Europe & Central Asia","High income"
"3410","CZE","Czechia","2011",1.43,"Europe & Central Asia","High income"
"3411","DEU","Germany","1962",2.44,"Europe & Central Asia","High income"
"3412","DEU","Germany","1997",1.35,"Europe & Central Asia","High income"
"3413","DEU","Germany","1967",2.48,"Europe & Central Asia","High income"
"3414","DEU","Germany","2004",1.36,"Europe & Central Asia","High income"
"3415","DEU","Germany","2000",1.38,"Europe & Central Asia","High income"
"3416","DEU","Germany","1979",1.38,"Europe & Central Asia","High income"
"3417","DEU","Germany","1981",1.43,"Europe & Central Asia","High income"
"3418","DEU","Germany","1987",1.43,"Europe & Central Asia","High income"
"3419","DEU","Germany","1993",1.28,"Europe & Central Asia","High income"
"3420","DEU","Germany","2013",1.42,"Europe & Central Asia","High income"
"3421","DEU","Germany","2016",1.6,"Europe & Central Asia","High income"
"3422","DEU","Germany","1978",1.38,"Europe & Central Asia","High income"
"3423","DEU","Germany","2015",1.5,"Europe & Central Asia","High income"
"3424","DEU","Germany","1960",2.37,"Europe & Central Asia","High income"
"3425","DEU","Germany","1964",2.54,"Europe & Central Asia","High income"
"3426","DEU","Germany","2018",1.57,"Europe & Central Asia","High income"
"3427","DEU","Germany","1971",1.92,"Europe & Central Asia","High income"
"3428","DEU","Germany","1963",2.51,"Europe & Central Asia","High income"
"3429","DEU","Germany","1986",1.43,"Europe & Central Asia","High income"
"3430","DEU","Germany","1996",1.3,"Europe & Central Asia","High income"
"3431","DEU","Germany","1969",2.21,"Europe & Central Asia","High income"
"3432","DEU","Germany","1976",1.45,"Europe & Central Asia","High income"
"3433","DEU","Germany","1995",1.25,"Europe & Central Asia","High income"
"3434","DEU","Germany","1961",2.45,"Europe & Central Asia","High income"
"3435","DEU","Germany","1994",1.24,"Europe & Central Asia","High income"
"3436","DEU","Germany","2008",1.38,"Europe & Central Asia","High income"
"3437","DEU","Germany","1968",2.38,"Europe & Central Asia","High income"
"3438","DEU","Germany","2007",1.37,"Europe & Central Asia","High income"
"3439","DEU","Germany","1970",2.03,"Europe & Central Asia","High income"
"3440","DEU","Germany","1980",1.44,"Europe & Central Asia","High income"
"3441","DEU","Germany","1992",1.29,"Europe & Central Asia","High income"
"3442","DEU","Germany","1983",1.33,"Europe & Central Asia","High income"
"3443","DEU","Germany","2020",1.53,"Europe & Central Asia","High income"
"3444","DEU","Germany","2019",1.54,"Europe & Central Asia","High income"
"3445","DEU","Germany","2001",1.35,"Europe & Central Asia","High income"
"3446","DEU","Germany","1990",1.45,"Europe & Central Asia","High income"
"3447","DEU","Germany","2011",1.39,"Europe & Central Asia","High income"
"3448","DEU","Germany","1965",2.5,"Europe & Central Asia","High income"
"3449","DEU","Germany","1966",2.53,"Europe & Central Asia","High income"
"3450","DEU","Germany","2010",1.39,"Europe & Central Asia","High income"
"3451","DEU","Germany","1977",1.4,"Europe & Central Asia","High income"
"3452","DEU","Germany","1973",1.54,"Europe & Central Asia","High income"
"3453","DEU","Germany","2012",1.41,"Europe & Central Asia","High income"
"3454","DEU","Germany","2005",1.34,"Europe & Central Asia","High income"
"3455","DEU","Germany","1985",1.37,"Europe & Central Asia","High income"
"3456","DEU","Germany","2003",1.34,"Europe & Central Asia","High income"
"3457","DEU","Germany","2021",1.58,"Europe & Central Asia","High income"
"3458","DEU","Germany","1972",1.71,"Europe & Central Asia","High income"
"3459","DEU","Germany","1974",1.51,"Europe & Central Asia","High income"
"3460","DEU","Germany","1988",1.46,"Europe & Central Asia","High income"
"3461","DEU","Germany","1999",1.36,"Europe & Central Asia","High income"
"3462","DEU","Germany","2006",1.33,"Europe & Central Asia","High income"
"3463","DEU","Germany","1982",1.41,"Europe & Central Asia","High income"
"3464","DEU","Germany","1984",1.29,"Europe & Central Asia","High income"
"3465","DEU","Germany","1998",1.36,"Europe & Central Asia","High income"
"3466","DEU","Germany","2009",1.36,"Europe & Central Asia","High income"
"3467","DEU","Germany","2014",1.47,"Europe & Central Asia","High income"
"3468","DEU","Germany","2017",1.57,"Europe & Central Asia","High income"
"3469","DEU","Germany","1989",1.42,"Europe & Central Asia","High income"
"3470","DEU","Germany","1975",1.45,"Europe & Central Asia","High income"
"3471","DEU","Germany","1991",1.33,"Europe & Central Asia","High income"
"3472","DEU","Germany","2002",1.34,"Europe & Central Asia","High income"
"3473","DJI","Djibouti","1967",6.846,"Middle East & North Africa","Lower middle income"
"3474","DJI","Djibouti","1996",5.153,"Middle East & North Africa","Lower middle income"
"3475","DJI","Djibouti","2008",3.589,"Middle East & North Africa","Lower middle income"
"3476","DJI","Djibouti","1964",6.846,"Middle East & North Africa","Lower middle income"
"3477","DJI","Djibouti","1960",6.828,"Middle East & North Africa","Lower middle income"
"3478","DJI","Djibouti","1981",6.491,"Middle East & North Africa","Lower middle income"
"3479","DJI","Djibouti","2016",3.011,"Middle East & North Africa","Lower middle income"
"3480","DJI","Djibouti","1980",6.553,"Middle East & North Africa","Lower middle income"
"3481","DJI","Djibouti","1992",5.774,"Middle East & North Africa","Lower middle income"
"3482","DJI","Djibouti","1986",6.219,"Middle East & North Africa","Lower middle income"
"3483","DJI","Djibouti","1962",6.836,"Middle East & North Africa","Lower middle income"
"3484","DJI","Djibouti","1966",6.854,"Middle East & North Africa","Lower middle income"
"3485","DJI","Djibouti","1978",6.654,"Middle East & North Africa","Lower middle income"
"3486","DJI","Djibouti","2015",3.066,"Middle East & North Africa","Lower middle income"
"3487","DJI","Djibouti","1989",6.055,"Middle East & North Africa","Lower middle income"
"3488","DJI","Djibouti","2004",4.113,"Middle East & North Africa","Lower middle income"
"3489","DJI","Djibouti","1974",6.8,"Middle East & North Africa","Lower middle income"
"3490","DJI","Djibouti","1971",6.858,"Middle East & North Africa","Lower middle income"
"3491","DJI","Djibouti","1976",6.73,"Middle East & North Africa","Lower middle income"
"3492","DJI","Djibouti","1993",5.663,"Middle East & North Africa","Lower middle income"
"3493","DJI","Djibouti","1970",6.857,"Middle East & North Africa","Lower middle income"
"3494","DJI","Djibouti","2007",3.724,"Middle East & North Africa","Lower middle income"
"3495","DJI","Djibouti","2018",2.929,"Middle East & North Africa","Lower middle income"
"3496","DJI","Djibouti","1985",6.263,"Middle East & North Africa","Lower middle income"
"3497","DJI","Djibouti","1979",6.607,"Middle East & North Africa","Lower middle income"
"3498","DJI","Djibouti","1995",5.34,"Middle East & North Africa","Lower middle income"
"3499","DJI","Djibouti","2020",2.848,"Middle East & North Africa","Lower middle income"
"3500","DJI","Djibouti","1968",6.852,"Middle East & North Africa","Lower middle income"
"3501","DJI","Djibouti","1997",4.957,"Middle East & North Africa","Lower middle income"
"3502","DJI","Djibouti","1994",5.529,"Middle East & North Africa","Lower middle income"
"3503","DJI","Djibouti","2009",3.487,"Middle East & North Africa","Lower middle income"
"3504","DJI","Djibouti","1973",6.823,"Middle East & North Africa","Lower middle income"
"3505","DJI","Djibouti","1987",6.171,"Middle East & North Africa","Lower middle income"
"3506","DJI","Djibouti","1984",6.328,"Middle East & North Africa","Lower middle income"
"3507","DJI","Djibouti","2017",2.972,"Middle East & North Africa","Lower middle income"
"3508","DJI","Djibouti","1991",5.877,"Middle East & North Africa","Lower middle income"
"3509","DJI","Djibouti","2006",3.855,"Middle East & North Africa","Lower middle income"
"3510","DJI","Djibouti","2013",3.178,"Middle East & North Africa","Lower middle income"
"3511","DJI","Djibouti","1969",6.847,"Middle East & North Africa","Lower middle income"
"3512","DJI","Djibouti","2001",4.496,"Middle East & North Africa","Lower middle income"
"3513","DJI","Djibouti","1998",4.777,"Middle East & North Africa","Lower middle income"
"3514","DJI","Djibouti","1961",6.829,"Middle East & North Africa","Lower middle income"
"3515","DJI","Djibouti","1965",6.845,"Middle East & North Africa","Lower middle income"
"3516","DJI","Djibouti","1977",6.694,"Middle East & North Africa","Lower middle income"
"3517","DJI","Djibouti","2014",3.112,"Middle East & North Africa","Lower middle income"
"3518","DJI","Djibouti","2021",2.804,"Middle East & North Africa","Lower middle income"
"3519","DJI","Djibouti","1963",6.837,"Middle East & North Africa","Lower middle income"
"3520","DJI","Djibouti","1983",6.387,"Middle East & North Africa","Lower middle income"
"3521","DJI","Djibouti","1972",6.853,"Middle East & North Africa","Lower middle income"
"3522","DJI","Djibouti","2010",3.39,"Middle East & North Africa","Lower middle income"
"3523","DJI","Djibouti","2003",4.247,"Middle East & North Africa","Lower middle income"
"3524","DJI","Djibouti","2019",2.891,"Middle East & North Africa","Lower middle income"
"3525","DJI","Djibouti","2000",4.578,"Middle East & North Africa","Lower middle income"
"3526","DJI","Djibouti","2011",3.305,"Middle East & North Africa","Lower middle income"
"3527","DJI","Djibouti","1990",5.982,"Middle East & North Africa","Lower middle income"
"3528","DJI","Djibouti","1999",4.67,"Middle East & North Africa","Lower middle income"
"3529","DJI","Djibouti","2002",4.379,"Middle East & North Africa","Lower middle income"
"3530","DJI","Djibouti","1982",6.443,"Middle East & North Africa","Lower middle income"
"3531","DJI","Djibouti","2005",3.992,"Middle East & North Africa","Lower middle income"
"3532","DJI","Djibouti","1988",6.117,"Middle East & North Africa","Lower middle income"
"3533","DJI","Djibouti","1975",6.769,"Middle East & North Africa","Lower middle income"
"3534","DJI","Djibouti","2012",3.237,"Middle East & North Africa","Lower middle income"
"3535","DMA","Dominica","1993",3.102,"Latin America & Caribbean","Upper middle income"
"3536","DMA","Dominica","1967",5.138,"Latin America & Caribbean","Upper middle income"
"3537","DMA","Dominica","1994",2.874,"Latin America & Caribbean","Upper middle income"
"3538","DMA","Dominica","2005",2.105,"Latin America & Caribbean","Upper middle income"
"3539","DMA","Dominica","2020",1.597,"Latin America & Caribbean","Upper middle income"
"3540","DMA","Dominica","1977",3.215,"Latin America & Caribbean","Upper middle income"
"3541","DMA","Dominica","1969",5.46,"Latin America & Caribbean","Upper middle income"
"3542","DMA","Dominica","1984",2.906,"Latin America & Caribbean","Upper middle income"
"3543","DMA","Dominica","1974",3.844,"Latin America & Caribbean","Upper middle income"
"3544","DMA","Dominica","1960",6.866,"Latin America & Caribbean","Upper middle income"
"3545","DMA","Dominica","1962",5.21,"Latin America & Caribbean","Upper middle income"
"3546","DMA","Dominica","1976",3.359,"Latin America & Caribbean","Upper middle income"
"3547","DMA","Dominica","2021",1.595,"Latin America & Caribbean","Upper middle income"
"3548","DMA","Dominica","1970",5.135,"Latin America & Caribbean","Upper middle income"
"3549","DMA","Dominica","2004",2.125,"Latin America & Caribbean","Upper middle income"
"3550","DMA","Dominica","1986",2.959,"Latin America & Caribbean","Upper middle income"
"3551","DMA","Dominica","1995",2.673,"Latin America & Caribbean","Upper middle income"
"3552","DMA","Dominica","1999",2.554,"Latin America & Caribbean","Upper middle income"
"3553","DMA","Dominica","2013",1.772,"Latin America & Caribbean","Upper middle income"
"3554","DMA","Dominica","2017",1.629,"Latin America & Caribbean","Upper middle income"
"3555","DMA","Dominica","2018",1.617,"Latin America & Caribbean","Upper middle income"
"3556","DMA","Dominica","2009",1.96,"Latin America & Caribbean","Upper middle income"
"3557","DMA","Dominica","1964",4.894,"Latin America & Caribbean","Upper middle income"
"3558","DMA","Dominica","1987",2.797,"Latin America & Caribbean","Upper middle income"
"3559","DMA","Dominica","1981",2.961,"Latin America & Caribbean","Upper middle income"
"3560","DMA","Dominica","2010",1.915,"Latin America & Caribbean","Upper middle income"
"3561","DMA","Dominica","1980",2.995,"Latin America & Caribbean","Upper middle income"
"3562","DMA","Dominica","1973",4.135,"Latin America & Caribbean","Upper middle income"
"3563","DMA","Dominica","1979",3.034,"Latin America & Caribbean","Upper middle income"
"3564","DMA","Dominica","2006",2.158,"Latin America & Caribbean","Upper middle income"
"3565","DMA","Dominica","1966",5.858,"Latin America & Caribbean","Upper middle income"
"3566","DMA","Dominica","1991",3.067,"Latin America & Caribbean","Upper middle income"
"3567","DMA","Dominica","1990",2.96,"Latin America & Caribbean","Upper middle income"
"3568","DMA","Dominica","2011",1.871,"Latin America & Caribbean","Upper middle income"
"3569","DMA","Dominica","1978",3.108,"Latin America & Caribbean","Upper middle income"
"3570","DMA","Dominica","1998",2.333,"Latin America & Caribbean","Upper middle income"
"3571","DMA","Dominica","2001",2.542,"Latin America & Caribbean","Upper middle income"
"3572","DMA","Dominica","2000",2.351,"Latin America & Caribbean","Upper middle income"
"3573","DMA","Dominica","2014",1.734,"Latin America & Caribbean","Upper middle income"
"3574","DMA","Dominica","2007",2.094,"Latin America & Caribbean","Upper middle income"
"3575","DMA","Dominica","1971",4.808,"Latin America & Caribbean","Upper middle income"
"3576","DMA","Dominica","1996",2.519,"Latin America & Caribbean","Upper middle income"
"3577","DMA","Dominica","1985",2.934,"Latin America & Caribbean","Upper middle income"
"3578","DMA","Dominica","1992",3.281,"Latin America & Caribbean","Upper middle income"
"3579","DMA","Dominica","2016",1.657,"Latin America & Caribbean","Upper middle income"
"3580","DMA","Dominica","1968",4.964,"Latin America & Caribbean","Upper middle income"
"3581","DMA","Dominica","2015",1.694,"Latin America & Caribbean","Upper middle income"
"3582","DMA","Dominica","1975",3.576,"Latin America & Caribbean","Upper middle income"
"3583","DMA","Dominica","1972",4.475,"Latin America & Caribbean","Upper middle income"
"3584","DMA","Dominica","1965",4.841,"Latin America & Caribbean","Upper middle income"
"3585","DMA","Dominica","1997",2.392,"Latin America & Caribbean","Upper middle income"
"3586","DMA","Dominica","1961",5.278,"Latin America & Caribbean","Upper middle income"
"3587","DMA","Dominica","1989",2.948,"Latin America & Caribbean","Upper middle income"
"3588","DMA","Dominica","1982",2.961,"Latin America & Caribbean","Upper middle income"
"3589","DMA","Dominica","2019",1.611,"Latin America & Caribbean","Upper middle income"
"3590","DMA","Dominica","2008",2.027,"Latin America & Caribbean","Upper middle income"
"3591","DMA","Dominica","1988",3.016,"Latin America & Caribbean","Upper middle income"
"3592","DMA","Dominica","2003",2.169,"Latin America & Caribbean","Upper middle income"
"3593","DMA","Dominica","1983",3.165,"Latin America & Caribbean","Upper middle income"
"3594","DMA","Dominica","2012",1.824,"Latin America & Caribbean","Upper middle income"
"3595","DMA","Dominica","2002",2.276,"Latin America & Caribbean","Upper middle income"
"3596","DMA","Dominica","1963",5.272,"Latin America & Caribbean","Upper middle income"
"3597","DNK","Denmark","2021",1.72,"Europe & Central Asia","High income"
"3598","DNK","Denmark","1974",1.9,"Europe & Central Asia","High income"
"3599","DNK","Denmark","1967",2.35,"Europe & Central Asia","High income"
"3600","DNK","Denmark","2013",1.67,"Europe & Central Asia","High income"
"3601","DNK","Denmark","1977",1.66,"Europe & Central Asia","High income"
"3602","DNK","Denmark","1973",1.92,"Europe & Central Asia","High income"
"3603","DNK","Denmark","2000",1.77,"Europe & Central Asia","High income"
"3604","DNK","Denmark","1993",1.75,"Europe & Central Asia","High income"
"3605","DNK","Denmark","2020",1.68,"Europe & Central Asia","High income"
"3606","DNK","Denmark","1981",1.44,"Europe & Central Asia","High income"
"3607","DNK","Denmark","1984",1.4,"Europe & Central Asia","High income"
"3608","DNK","Denmark","1990",1.67,"Europe & Central Asia","High income"
"3609","DNK","Denmark","2011",1.75,"Europe & Central Asia","High income"
"3610","DNK","Denmark","1978",1.67,"Europe & Central Asia","High income"
"3611","DNK","Denmark","1972",2.03,"Europe & Central Asia","High income"
"3612","DNK","Denmark","2004",1.78,"Europe & Central Asia","High income"
"3613","DNK","Denmark","1963",2.67,"Europe & Central Asia","High income"
"3614","DNK","Denmark","2014",1.69,"Europe & Central Asia","High income"
"3615","DNK","Denmark","1989",1.62,"Europe & Central Asia","High income"
"3616","DNK","Denmark","2010",1.87,"Europe & Central Asia","High income"
"3617","DNK","Denmark","1986",1.48,"Europe & Central Asia","High income"
"3618","DNK","Denmark","1992",1.76,"Europe & Central Asia","High income"
"3619","DNK","Denmark","1999",1.73,"Europe & Central Asia","High income"
"3620","DNK","Denmark","2006",1.85,"Europe & Central Asia","High income"
"3621","DNK","Denmark","1969",2,"Europe & Central Asia","High income"
"3622","DNK","Denmark","2012",1.73,"Europe & Central Asia","High income"
"3623","DNK","Denmark","1995",1.8,"Europe & Central Asia","High income"
"3624","DNK","Denmark","2001",1.74,"Europe & Central Asia","High income"
"3625","DNK","Denmark","1964",2.6,"Europe & Central Asia","High income"
"3626","DNK","Denmark","1968",2.12,"Europe & Central Asia","High income"
"3627","DNK","Denmark","2018",1.73,"Europe & Central Asia","High income"
"3628","DNK","Denmark","1960",2.57,"Europe & Central Asia","High income"
"3629","DNK","Denmark","1971",2.04,"Europe & Central Asia","High income"
"3630","DNK","Denmark","1991",1.68,"Europe & Central Asia","High income"
"3631","DNK","Denmark","2007",1.84,"Europe & Central Asia","High income"
"3632","DNK","Denmark","1970",1.95,"Europe & Central Asia","High income"
"3633","DNK","Denmark","2016",1.79,"Europe & Central Asia","High income"
"3634","DNK","Denmark","2009",1.84,"Europe & Central Asia","High income"
"3635","DNK","Denmark","1976",1.75,"Europe & Central Asia","High income"
"3636","DNK","Denmark","1975",1.92,"Europe & Central Asia","High income"
"3637","DNK","Denmark","1988",1.56,"Europe & Central Asia","High income"
"3638","DNK","Denmark","2008",1.89,"Europe & Central Asia","High income"
"3639","DNK","Denmark","1997",1.75,"Europe & Central Asia","High income"
"3640","DNK","Denmark","1994",1.81,"Europe & Central Asia","High income"
"3641","DNK","Denmark","1987",1.5,"Europe & Central Asia","High income"
"3642","DNK","Denmark","2003",1.76,"Europe & Central Asia","High income"
"3643","DNK","Denmark","1962",2.55,"Europe & Central Asia","High income"
"3644","DNK","Denmark","1980",1.55,"Europe & Central Asia","High income"
"3645","DNK","Denmark","1985",1.45,"Europe & Central Asia","High income"
"3646","DNK","Denmark","2015",1.71,"Europe & Central Asia","High income"
"3647","DNK","Denmark","1998",1.72,"Europe & Central Asia","High income"
"3648","DNK","Denmark","2002",1.72,"Europe & Central Asia","High income"
"3649","DNK","Denmark","1979",1.6,"Europe & Central Asia","High income"
"3650","DNK","Denmark","2017",1.75,"Europe & Central Asia","High income"
"3651","DNK","Denmark","2005",1.8,"Europe & Central Asia","High income"
"3652","DNK","Denmark","1996",1.75,"Europe & Central Asia","High income"
"3653","DNK","Denmark","1961",2.55,"Europe & Central Asia","High income"
"3654","DNK","Denmark","1983",1.38,"Europe & Central Asia","High income"
"3655","DNK","Denmark","1966",2.62,"Europe & Central Asia","High income"
"3656","DNK","Denmark","1965",2.61,"Europe & Central Asia","High income"
"3657","DNK","Denmark","2019",1.7,"Europe & Central Asia","High income"
"3658","DNK","Denmark","1982",1.43,"Europe & Central Asia","High income"
"3659","DOM","Dominican Republic","2004",2.664,"Latin America & Caribbean","Upper middle income"
"3660","DOM","Dominican Republic","2018",2.381,"Latin America & Caribbean","Upper middle income"
"3661","DOM","Dominican Republic","1971",6.009,"Latin America & Caribbean","Upper middle income"
"3662","DOM","Dominican Republic","2008",2.533,"Latin America & Caribbean","Upper middle income"
"3663","DOM","Dominican Republic","1990",3.411,"Latin America & Caribbean","Upper middle income"
"3664","DOM","Dominican Republic","1994",3.163,"Latin America & Caribbean","Upper middle income"
"3665","DOM","Dominican Republic","2020",2.303,"Latin America & Caribbean","Upper middle income"
"3666","DOM","Dominican Republic","1991",3.349,"Latin America & Caribbean","Upper middle income"
"3667","DOM","Dominican Republic","1984",3.822,"Latin America & Caribbean","Upper middle income"
"3668","DOM","Dominican Republic","1982",4.014,"Latin America & Caribbean","Upper middle income"
"3669","DOM","Dominican Republic","1974",5.44,"Latin America & Caribbean","Upper middle income"
"3670","DOM","Dominican Republic","2014",2.445,"Latin America & Caribbean","Upper middle income"
"3671","DOM","Dominican Republic","2005",2.605,"Latin America & Caribbean","Upper middle income"
"3672","DOM","Dominican Republic","2010",2.538,"Latin America & Caribbean","Upper middle income"
"3673","DOM","Dominican Republic","1960",7.555,"Latin America & Caribbean","Upper middle income"
"3674","DOM","Dominican Republic","2017",2.39,"Latin America & Caribbean","Upper middle income"
"3675","DOM","Dominican Republic","2021",2.273,"Latin America & Caribbean","Upper middle income"
"3676","DOM","Dominican Republic","1976",5.046,"Latin America & Caribbean","Upper middle income"
"3677","DOM","Dominican Republic","1993",3.226,"Latin America & Caribbean","Upper middle income"
"3678","DOM","Dominican Republic","2015",2.43,"Latin America & Caribbean","Upper middle income"
"3679","DOM","Dominican Republic","1988",3.5,"Latin America & Caribbean","Upper middle income"
"3680","DOM","Dominican Republic","1972",5.841,"Latin America & Caribbean","Upper middle income"
"3681","DOM","Dominican Republic","2009",2.556,"Latin America & Caribbean","Upper middle income"
"3682","DOM","Dominican Republic","2001",2.812,"Latin America & Caribbean","Upper middle income"
"3683","DOM","Dominican Republic","1997",2.953,"Latin America & Caribbean","Upper middle income"
"3684","DOM","Dominican Republic","1981",4.149,"Latin America & Caribbean","Upper middle income"
"3685","DOM","Dominican Republic","2000",2.859,"Latin America & Caribbean","Upper middle income"
"3686","DOM","Dominican Republic","1989",3.475,"Latin America & Caribbean","Upper middle income"
"3687","DOM","Dominican Republic","1986",3.603,"Latin America & Caribbean","Upper middle income"
"3688","DOM","Dominican Republic","1985",3.686,"Latin America & Caribbean","Upper middle income"
"3689","DOM","Dominican Republic","2003",2.721,"Latin America & Caribbean","Upper middle income"
"3690","DOM","Dominican Republic","2006",2.533,"Latin America & Caribbean","Upper middle income"
"3691","DOM","Dominican Republic","1979",4.473,"Latin America & Caribbean","Upper middle income"
